                                                                              Part#,Seg#,XLocationwithinSegmentfromUpstreamSide(m),Layer#,VerticalDistfromTop(m),LateralDistfromLeftBank,Branch#,ParticleInModel(=0),JDAYleftsystem,DetentionTime(days),RemovalMechanism,SedVelocity(m/d),DateStart
    414,     61.000,     0.000,   119.000,     1.200,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    415,     61.000,     0.000,   119.000,     1.600,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    416,     61.000,     0.000,   120.000,     0.000,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    417,     61.000,     0.000,   120.000,     0.400,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    418,     61.000,     0.000,   120.000,     0.800,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    419,     61.000,     0.000,   120.000,     1.200,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    420,     61.000,     0.000,   120.000,     1.600,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    421,     61.000,     0.000,   100.000,     0.000,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    422,     61.000,     0.000,   100.000,     0.400,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    423,     61.000,     0.000,   100.000,     0.800,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    424,     61.000,     0.000,   100.000,     1.200,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    425,     61.000,     0.000,   100.000,     1.600,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    426,     61.000,     0.000,   101.000,     0.000,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    427,     61.000,     0.000,   101.000,     0.400,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    428,     61.000,     0.000,   101.000,     0.800,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    429,     61.000,     0.000,   101.000,     1.200,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    430,     61.000,     0.000,   101.000,     1.600,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    431,     61.000,     0.000,   102.000,     0.000,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    432,     61.000,     0.000,   102.000,     0.400,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    433,     61.000,     0.000,   102.000,     0.800,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    434,     61.000,     0.000,   102.000,     1.200,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    435,     61.000,     0.000,   102.000,     1.600,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    436,     61.000,     0.000,   103.000,     0.000,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    437,     61.000,     0.000,   103.000,     0.400,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    438,     61.000,     0.000,   103.000,     0.800,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    439,     61.000,     0.000,   103.000,     1.200,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    440,     61.000,     0.000,   103.000,     1.600,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    441,     61.000,     0.000,   104.000,     0.000,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    442,     61.000,     0.000,   104.000,     0.400,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    443,     61.000,     0.000,   104.000,     0.800,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    444,     61.000,     0.000,   104.000,     1.200,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    445,     61.000,     0.000,   104.000,     1.600,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    446,     61.000,     0.000,   105.000,     0.000,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    447,     61.000,     0.000,   105.000,     0.400,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    448,     61.000,     0.000,   105.000,     0.800,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    449,     61.000,     0.000,   105.000,     1.200,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    450,     61.000,     0.000,   105.000,     1.600,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    451,     61.000,     0.000,   106.000,     0.000,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    452,     61.000,     0.000,   106.000,     0.400,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    453,     61.000,     0.000,   106.000,     0.800,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    454,     61.000,     0.000,   106.000,     1.200,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    455,     61.000,     0.000,   106.000,     1.600,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    456,     61.000,     0.000,   107.000,     0.000,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    457,     61.000,     0.000,   107.000,     0.400,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    458,     61.000,     0.000,   107.000,     0.800,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    459,     61.000,     0.000,   107.000,     1.200,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    460,     61.000,     0.000,   107.000,     1.600,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    461,     61.000,     0.000,   108.000,     0.000,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    462,     61.000,     0.000,   108.000,     0.400,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    463,     61.000,     0.000,   108.000,     0.800,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    464,     61.000,     0.000,   108.000,     1.200,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    465,     61.000,     0.000,   108.000,     1.600,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    466,     61.000,     0.000,   109.000,     0.000,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    467,     61.000,     0.000,   109.000,     0.400,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    468,     61.000,     0.000,   109.000,     0.800,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    469,     61.000,     0.000,   109.000,     1.200,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    470,     61.000,     0.000,   109.000,     1.600,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    471,     61.000,     0.000,   110.000,     0.000,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    472,     61.000,     0.000,   110.000,     0.400,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    473,     61.000,     0.000,   110.000,     0.800,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    474,     61.000,     0.000,   110.000,     1.200,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    475,     61.000,     0.000,   110.000,     1.600,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    476,     61.000,     0.000,   111.000,     0.000,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    477,     61.000,     0.000,   111.000,     0.400,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    478,     61.000,     0.000,   111.000,     0.800,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    479,     61.000,     0.000,   111.000,     1.200,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    480,     61.000,     0.000,   111.000,     1.600,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    481,     61.000,     0.000,   112.000,     0.000,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    482,     61.000,     0.000,   112.000,     0.400,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    483,     61.000,     0.000,   112.000,     0.800,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    484,     61.000,     0.000,   112.000,     1.200,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    485,     61.000,     0.000,   112.000,     1.600,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    486,     61.000,     0.000,   113.000,     0.000,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    487,     61.000,     0.000,   113.000,     0.400,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    488,     61.000,     0.000,   113.000,     0.800,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    489,     61.000,     0.000,   113.000,     1.200,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    490,     61.000,     0.000,   113.000,     1.600,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    491,     61.000,     0.000,   114.000,     0.000,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    492,     61.000,     0.000,   114.000,     0.400,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    493,     61.000,     0.000,   114.000,     0.800,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    494,     61.000,     0.000,   114.000,     1.200,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    495,     61.000,     0.000,   114.000,     1.600,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    496,     61.000,     0.000,   115.000,     0.000,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    497,     61.000,     0.000,   115.000,     0.400,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    498,     61.000,     0.000,   115.000,     0.800,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    499,     61.000,     0.000,   115.000,     1.200,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    500,     61.000,     0.000,   115.000,     1.600,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    501,     61.000,     0.000,   116.000,     0.000,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    502,     61.000,     0.000,   116.000,     0.400,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    503,     61.000,     0.000,   116.000,     0.800,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    504,     61.000,     0.000,   116.000,     1.200,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    505,     61.000,     0.000,   116.000,     1.600,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    506,     61.000,     0.000,   117.000,     0.000,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    507,     61.000,     0.000,   117.000,     0.400,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    508,     61.000,     0.000,   117.000,     0.800,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    509,     61.000,     0.000,   117.000,     1.200,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    510,     61.000,     0.000,   117.000,     1.600,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    511,     61.000,     0.000,   118.000,     0.000,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    512,     61.000,     0.000,   118.000,     0.400,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    513,     61.000,     0.000,   118.000,     0.800,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    514,     61.000,     0.000,   118.000,     1.200,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    515,     61.000,     0.000,   118.000,     1.600,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    516,     61.000,     0.000,   119.000,     0.000,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    517,     61.000,     0.000,   119.000,     0.400,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    518,     61.000,     0.000,   119.000,     0.800,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    519,     61.000,     0.000,   119.000,     1.200,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    520,     61.000,     0.000,   119.000,     1.600,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    521,     61.000,     0.000,   120.000,     0.000,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    522,     61.000,     0.000,   120.000,     0.400,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    523,     61.000,     0.000,   120.000,     0.800,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    524,     61.000,     0.000,   120.000,     1.200,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    525,     61.000,     0.000,   120.000,     1.600,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    526,     61.000,     0.000,   100.000,     0.000,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    527,     61.000,     0.000,   100.000,     0.400,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    528,     61.000,     0.000,   100.000,     0.800,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    529,     61.000,     0.000,   100.000,     1.200,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    530,     61.000,     0.000,   100.000,     1.600,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    531,     61.000,     0.000,   101.000,     0.000,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    532,     61.000,     0.000,   101.000,     0.400,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    533,     61.000,     0.000,   101.000,     0.800,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    534,     61.000,     0.000,   101.000,     1.200,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    535,     61.000,     0.000,   101.000,     1.600,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    536,     61.000,     0.000,   102.000,     0.000,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    537,     61.000,     0.000,   102.000,     0.400,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    538,     61.000,     0.000,   102.000,     0.800,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    539,     61.000,     0.000,   102.000,     1.200,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    540,     61.000,     0.000,   102.000,     1.600,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    541,     61.000,     0.000,   103.000,     0.000,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    542,     61.000,     0.000,   103.000,     0.400,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    543,     61.000,     0.000,   103.000,     0.800,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    544,     61.000,     0.000,   103.000,     1.200,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    545,     61.000,     0.000,   103.000,     1.600,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    546,     61.000,     0.000,   104.000,     0.000,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    547,     61.000,     0.000,   104.000,     0.400,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    548,     61.000,     0.000,   104.000,     0.800,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    549,     61.000,     0.000,   104.000,     1.200,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    550,     61.000,     0.000,   104.000,     1.600,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    551,     61.000,     0.000,   105.000,     0.000,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    552,     61.000,     0.000,   105.000,     0.400,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    553,     61.000,     0.000,   105.000,     0.800,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    554,     61.000,     0.000,   105.000,     1.200,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    555,     61.000,     0.000,   105.000,     1.600,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    556,     61.000,     0.000,   106.000,     0.000,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    557,     61.000,     0.000,   106.000,     0.400,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    558,     61.000,     0.000,   106.000,     0.800,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    559,     61.000,     0.000,   106.000,     1.200,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    560,     61.000,     0.000,   106.000,     1.600,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    561,     61.000,     0.000,   107.000,     0.000,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    562,     61.000,     0.000,   107.000,     0.400,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    563,     61.000,     0.000,   107.000,     0.800,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    564,     61.000,     0.000,   107.000,     1.200,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    565,     61.000,     0.000,   107.000,     1.600,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    566,     61.000,     0.000,   108.000,     0.000,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    567,     61.000,     0.000,   108.000,     0.400,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    568,     61.000,     0.000,   108.000,     0.800,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    569,     61.000,     0.000,   108.000,     1.200,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    570,     61.000,     0.000,   108.000,     1.600,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    571,     61.000,     0.000,   109.000,     0.000,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    572,     61.000,     0.000,   109.000,     0.400,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    573,     61.000,     0.000,   109.000,     0.800,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    574,     61.000,     0.000,   109.000,     1.200,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    575,     61.000,     0.000,   109.000,     1.600,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    576,     61.000,     0.000,   110.000,     0.000,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    577,     61.000,     0.000,   110.000,     0.400,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    578,     61.000,     0.000,   110.000,     0.800,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    579,     61.000,     0.000,   110.000,     1.200,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    580,     61.000,     0.000,   110.000,     1.600,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    581,     61.000,     0.000,   111.000,     0.000,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    582,     61.000,     0.000,   111.000,     0.400,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    583,     61.000,     0.000,   111.000,     0.800,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    584,     61.000,     0.000,   111.000,     1.200,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    585,     61.000,     0.000,   111.000,     1.600,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    586,     61.000,     0.000,   112.000,     0.000,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    587,     61.000,     0.000,   112.000,     0.400,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    588,     61.000,     0.000,   112.000,     0.800,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    589,     61.000,     0.000,   112.000,     1.200,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    590,     61.000,     0.000,   112.000,     1.600,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    591,     61.000,     0.000,   113.000,     0.000,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    592,     61.000,     0.000,   113.000,     0.400,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    593,     61.000,     0.000,   113.000,     0.800,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    594,     61.000,     0.000,   113.000,     1.200,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    595,     61.000,     0.000,   113.000,     1.600,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    596,     61.000,     0.000,   114.000,     0.000,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    597,     61.000,     0.000,   114.000,     0.400,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    598,     61.000,     0.000,   114.000,     0.800,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    599,     61.000,     0.000,   114.000,     1.200,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    600,     61.000,     0.000,   114.000,     1.600,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    601,     61.000,     0.000,   115.000,     0.000,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    602,     61.000,     0.000,   115.000,     0.400,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    603,     61.000,     0.000,   115.000,     0.800,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    604,     61.000,     0.000,   115.000,     1.200,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    605,     61.000,     0.000,   115.000,     1.600,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    606,     61.000,     0.000,   116.000,     0.000,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    607,     61.000,     0.000,   116.000,     0.400,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    608,     61.000,     0.000,   116.000,     0.800,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    609,     61.000,     0.000,   116.000,     1.200,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    610,     61.000,     0.000,   116.000,     1.600,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    611,     61.000,     0.000,   117.000,     0.000,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    612,     61.000,     0.000,   117.000,     0.400,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    613,     61.000,     0.000,   117.000,     0.800,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    614,     61.000,     0.000,   117.000,     1.200,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    615,     61.000,     0.000,   117.000,     1.600,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    616,     61.000,     0.000,   118.000,     0.000,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    617,     61.000,     0.000,   118.000,     0.400,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    618,     61.000,     0.000,   118.000,     0.800,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    619,     61.000,     0.000,   118.000,     1.200,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    620,     61.000,     0.000,   118.000,     1.600,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    621,     61.000,     0.000,   119.000,     0.000,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
    622,     61.000,     0.000,   119.000,     0.400,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4394.5000
