$TDA Elev-Tailwater CBT-REV [m=>ft NAVD88],,
CY2011-2015,,12/31/2010
JDAY,ElevFT,
41919,79.9212623,
41920,79.55052738,
41921,79.85236466,
41922,80.2001337,
41923,79.4619447,
41924,79.62926754,
41925,79.53084234,
41926,79.49147226,
41927,79.4619447,
41928,79.38976622,
41929,79.67191846,
41930,79.71128854,
41931,78.26115726,
41932,77.8707373,
41933,77.83136722,
41934,77.44094726,
41935,76.96194462,
41936,76.38123594,
41937,75.9022333,
41938,77.10958242,
41939,78.4612885,
41940,79.02231214,
41941,79.6916035,
41942,80.12139354,
41943,80.63976626,
41944,80.87926758,
41945,80.6922597,
41946,80.13123606,
41947,79.6095825,
41948,79.18963498,
41949,79.54068486,
41950,79.02231214,
41951,79.71128854,
41952,79.96063238,
41953,79.45210218,
41954,79.55052738,
41955,78.98950374,
41956,78.90092106,
41957,79.06168222,
41958,79.27165598,
41959,79.06168222,
41960,78.81233838,
41961,79.52099982,
41962,79.78018618,
41963,79.59973998,
41964,79.5603699,
41965,78.95997618,
41966,78.9206061,
41967,79.30118354,
41968,79.77034366,
41969,80.71194474,
41970,80.19029118,
41971,79.1010523,
41972,79.08136726,
41973,79.9212623,
41974,79.98031742,
41975,80.85958254,
41976,80.57086862,
41977,80.0196875,
41978,80.30183974,
41979,81.0203437,
41980,80.73162978,
41981,80.17060614,
41982,79.66207594,
41983,79.73097358,
41984,80.8398975,
41985,80.95144606,
41986,80.1017085,
41987,79.75065862,
41988,79.68176098,
41989,79.58989746,
41990,79.94094734,
41991,79.44225966,
41992,80.2821547,
41993,80.59055366,
41994,80.99081614,
41995,81.3812361,
41996,80.91207598,
41997,79.49147226,
41998,79.95078986,
41999,80.87926758,
42000,80.63976626,
42001,80.7414723,
42002,80.41994998,
42003,80.63976626,
42004,80.72178726,
42005,81.3320235,
42006,81.4796613,
42007,81.23031746,
42008,80.68241718,
42009,81.22047494,
42010,81.13189226,
42011,79.75065862,
42012,80.7414723,
42013,81.21063242,
42014,81.81102614,
42015,82.16207602,
42016,82.03084242,
42017,81.3320235,
42018,81.93241722,
42019,81.99147234,
42020,81.46981878,
42021,81.0203437,
42022,82.08989754,
42023,81.87008126,
42024,82.90026502,
42025,82.72966134,
42026,82.90026502,
42027,81.99147234,
42028,81.35170854,
42029,80.84974002,
42030,80.9219185,
42031,81.05971378,
42032,81.35170854,
42033,81.76181354,
42034,81.6108949,
42035,82.04068494,
42036,82.80183982,
42037,82.50984506,
42038,82.41141986,
42039,81.82086866,
42040,82.59186606,
42041,82.46063246,
42042,82.6115511,
42043,83.54002882,
42044,83.55971386,
42045,82.62139362,
42046,83.73031754,
42047,84.82939894,
42048,84.51115746,
42049,84.0223123,
42050,83.55971386,
42051,84.08136742,
42052,83.81233854,
42053,82.90026502,
42054,83.32021254,
42055,82.4311049,
42056,84.37008134,
42057,83.4809737,
42058,83.69094746,
42059,83.99934642,
42060,83.93044878,
42061,82.7919973,
42062,81.37139358,
42063,82.9396351,
42064,82.36220726,
42065,81.64042246,
42066,81.0203437,
42067,80.9711311,
42068,81.54199726,
42069,82.50000254,
42070,83.7598451,
42071,82.90026502,
42072,81.6601075,
42073,81.35170854,
42074,81.45013374,
42075,82.30971382,
42076,82.10958258,
42077,81.0203437,
42078,80.40026494,
42079,80.41994998,
42080,81.64042246,
42081,81.99147234,
42082,81.49934634,
42083,83.35958262,
42084,82.65092118,
42085,82.2998713,
42086,83.55971386,
42087,82.90026502,
42088,82.24081618,
42089,83.78937266,
42090,84.11089498,
42091,83.83202358,
42092,82.91010754,
42093,83.83202358,
42094,83.72047502,
42095,83.9402913,
42096,82.2506587,
42097,82.88057998,
42098,84.14042254,
42099,84.79987138,
42100,84.29134118,
42101,83.70078998,
42102,83.5301863,
42103,83.19225978,
42104,82.23097366,
42105,81.63057994,
42106,80.3805799,
42107,80.89239094,
42108,82.4311049,
42109,81.78149858,
42110,80.90223346,
42111,80.99081614,
42112,80.30183974,
42113,80.8398975,
42114,80.66929382,
42115,80.2821547,
42116,79.0518397,
42117,78.68110478,
42118,79.3799237,
42119,80.16076362,
42120,81.08924134,
42121,81.1515773,
42122,81.78149858,
42123,80.9711311,
42124,80.86942506,
42125,79.7408161,
42126,80.48228594,
42127,81.45997626,
42128,80.98097362,
42129,80.80052742,
42130,79.30118354,
42131,79.12073734,
42132,79.31102606,
42133,79.5111573,
42134,79.12073734,
42135,79.14042238,
42136,79.3307111,
42137,79.5111573,
42138,79.6423909,
42139,79.71128854,
42140,80.39042242,
42141,80.17060614,
42142,80.00000246,
42143,80.55118358,
42144,80.29199722,
42145,79.9212623,
42146,80.2493463,
42147,80.4297925,
42148,80.89239094,
42149,81.87992378,
42150,81.59120986,
42151,81.2992151,
42152,81.58136734,
42153,81.18110486,
42154,80.78084238,
42155,80.53149854,
42156,82.19160358,
42157,83.13976634,
42158,81.3320235,
42159,79.98031742,
42160,80.55118358,
42161,80.29199722,
42162,80.16076362,
42163,80.07218094,
42164,79.79987122,
42165,81.01050118,
42166,80.18044866,
42167,80.34120982,
42168,80.07218094,
42169,80.58071114,
42170,80.30183974,
42171,80.90223346,
42172,80.7906849,
42173,79.98031742,
42174,78.98950374,
42175,78.81233838,
42176,78.47113102,
42177,78.39239086,
42178,79.06168222,
42179,79.11089482,
42180,79.68176098,
42181,79.58989746,
42182,79.7408161,
42183,79.99015994,
42184,80.18044866,
42185,80.18044866,
42186,80.43963502,
42187,80.00000246,
42188,80.50197098,
42189,80.04921506,
42190,79.75065862,
42191,79.52099982,
42192,79.4619447,
42193,79.45210218,
42194,78.68110478,
42195,79.44225966,
42196,79.6423909,
42197,78.76968746,
42198,78.47113102,
42199,79.09120978,
42200,79.09120978,
42201,79.09120978,
42202,78.8713935,
42203,79.18963498,
42204,79.9704749,
42205,79.5603699,
42206,80.1509211,
42207,80.3805799,
42208,80.18044866,
42209,79.59973998,
42210,79.7408161,
42211,80.14107858,
42212,79.54068486,
42213,79.77034366,
42214,79.93110482,
42215,79.9212623,
42216,80.63976626,
42217,80.11155102,
42218,80.86942506,
42219,80.95144606,
42220,80.1509211,
42221,80.64960878,
42222,81.39107862,
42223,81.4796613,
42224,82.31955634,
42225,82.06036998,
42226,81.12204974,
42227,80.19029118,
42228,80.02953002,
42229,80.5118135,
42230,81.13189226,
42231,81.27953006,
42232,81.32218098,
42233,81.41076366,
42234,81.19094738,
42235,81.00065866,
42236,81.41076366,
42237,81.46981878,
42238,81.60105238,
42239,81.45013374,
42240,81.4304487,
42241,81.75197102,
42242,81.42060618,
42243,81.1515773,
42244,81.2007899,
42245,81.36155106,
42246,80.4297925,
42247,80.36089486,
42248,80.80052742,
42249,80.62008122,
42250,80.85958254,
42251,81.32218098,
42252,81.11220722,
42253,80.6922597,
42254,80.39042242,
42255,80.36089486,
42256,80.75131482,
42257,80.85958254,
42258,81.04987126,
42259,80.76115734,
42260,81.04002874,
42261,80.82021246,
42262,80.41010746,
42263,80.5610261,
42264,80.66929382,
42265,80.2001337,
42266,80.55118358,
42267,80.39042242,
42268,79.82939878,
42269,79.8392413,
42270,79.9704749,
42271,80.32152478,
42272,80.52165602,
42273,80.26246966,
42274,80.31168226,
42275,80.41994998,
42276,80.6594513,
42277,81.23031746,
42278,81.03018622,
42279,80.8398975,
42280,80.8398975,
42281,80.60039618,
42282,80.52165602,
42283,80.35105234,
42284,80.64960878,
42285,80.75131482,
42286,80.36089486,
42287,80.16076362,
42288,80.11155102,
42289,80.41010746,
42290,80.14107858,
42291,80.08202346,
42292,80.17060614,
42293,78.8221809,
42294,77.49015986,
42295,77.66076354,
42296,77.49015986,
42297,77.86089478,
42298,77.79199714,
42299,77.8215247,
42300,77.90026486,
42301,77.85105226,
42302,77.60170842,
42303,77.51968742,
42304,77.68044858,
42305,77.99212838,
42306,77.8707373,
42307,77.48031734,
42308,77.74934622,
42309,78.39239086,
42310,77.3622071,
42311,77.30971366,
42312,78.07086854,
42313,78.26115726,
42314,77.86089478,
42315,78.16929374,
42316,78.66141974,
42317,78.1496087,
42318,78.4120759,
42319,78.56955622,
42320,78.1824171,
42321,78.4612885,
42322,78.12008114,
42323,78.27099978,
42324,78.6417347,
42325,79.02231214,
42326,80.29199722,
42327,80.2493463,
42328,79.79987122,
42329,78.57939874,
42330,78.62204966,
42331,78.29068482,
42332,78.7893725,
42333,79.36023866,
42334,79.50131478,
42335,79.49147226,
42336,79.61942502,
42337,80.39042242,
42338,80.57086862,
42339,81.12204974,
42340,79.31102606,
42341,79.61942502,
42342,79.25197094,
42343,79.39960874,
42344,78.8713935,
42345,78.45144598,
42346,80.32152478,
42347,80.2821547,
42348,79.8720497,
42349,79.7900287,
42350,80.95144606,
42351,80.93176102,
42352,79.1994775,
42353,79.3307111,
42354,79.82939878,
42355,79.13057986,
42356,79.73097358,
42357,79.6916035,
42358,80.34120982,
42359,79.27165598,
42360,80.1509211,
42361,80.41010746,
42362,80.32152478,
42363,79.7900287,
42364,79.02231214,
42365,79.2814985,
42366,79.29134102,
42367,79.98031742,
42368,80.6102387,
42369,80.08202346,
42370,79.65223342,
